Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
7,Gletwyn Rubidge (ZAF),M,CWT,1.0,12:00,85 m,45 m,YELLOW,4.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
8,Ilya Nabatov (INT),M,CWT,1.0,12:10,85 m,85 m,WHITE,85.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
9,Suyeol(Jacob) Lee (KOR),M,CWT,1.0,12:20,75 m,75 m,WHITE,75.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
10,Matti Eronen (FIN),M,CWTB,1.0,12:30,74 m,74 m,WHITE,74.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
11,Stella Abbas (MYS),F,CWTB,1.0,12:40,74 m,74 m NR,WHITE,74.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
12,Maria Bobela (POL),F,CWT,1.0,12:50,72 m,72 m,WHITE,72.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
13,Shlomit Wallerstein (ISR),F,FIM,1.0,13:00,70 m,70 m NR,WHITE,70.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
14,Si Si (CHN),F,FIM,1.0,13:30,65 m,61 m,YELLOW,56.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
15,Carolina Schrappe (BRA),F,FIM,1.0,13:38,65 m,65 m,WHITE,65.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
16,Jinseul Yuk (KOR),F,FIM,1.0,13:46,62 m,62 m,WHITE,62.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
17,Pete Botman (NLD),M,CNF,1.0,13:54,60 m,60 m,RED,0.0,Dqairways,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
18,Olga Rodnova (INT),F,FIM,1.0,14:02,60 m,60 m,WHITE,60.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
19,Klaus Simonsen (DNK),M,CWTB,1.0,14:18,59 m,59 m,WHITE,59.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
20,Nicole Müller (DEU),F,FIM,1.0,14:26,51 m,44 m,YELLOW,36.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
21,Jesse Dubois Jazzar (ECU),M,CWTB,1.0,14:34,48 m,48 m,WHITE,48.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
22,Zahraa El-Husseiny (EGY),F,FIM,1.0,14:42,45 m,45 m,WHITE,45.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
23,Ekaterina Lesyuchevskaya (ISR),F,CWT,1.0,14:50,30 m,30 m,WHITE,30.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19
1,Fabio Tunno (DEU),M,CWT,1.0,11:00,106 m,106 m NR,WHITE,106.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
2,Sergey Zykov (INT),M,FIM,1.0,11:10,102 m,97 m,YELLOW,91.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
3,Jennifer Wendland (DEU),F,CWT,1.0,11:20,94 m,94 m,WHITE,94.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
4,Luca Malaguti (CAN),M,FIM,1.0,11:30,90 m,90 m,WHITE,90.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
5,David Mulheron (AUS),M,FIM,1.0,11:40,90 m,84 m,YELLOW,77.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
6,Gletwyn Rubidge (ZAF),M,CWTB,1.0,11:50,85 m,85 m NR,WHITE,85.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
7,Pablo Marti (MEX),M,CWTB,1.0,12:00,85 m,85 m,WHITE,85.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
8,Maria Bobela (POL),F,FIM,1.0,12:10,82 m,82 m NR,WHITE,82.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
9,Pete Botman (NLD),M,CWTB,1.0,12:20,81 m,81 m NR,WHITE,81.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
10,Suyeol(Jacob) Lee (KOR),M,CWTB,1.0,12:30,75 m,75 m,WHITE,75.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
11,Matti Eronen (FIN),M,CWTB,1.0,12:40,75 m,75 m,WHITE,75.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
12,Shlomit Wallerstein (ISR),F,CWTB,1.0,12:50,75 m,31 m,RED,0.0,"Rpap,no tag,dqsp",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
13,Olga Rodnova (INT),F,CWT,1.0,13:00,75 m,75 m,WHITE,75.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
14,Jinseul Yuk (KOR),F,CWT,1.0,13:30,72 m,72 m,WHITE,72.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
15,Stella Abbas (MYS),F,CWT,1.0,13:38,70 m,70 m,WHITE,70.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
16,Carolina Schrappe (BRA),F,FIM,1.0,13:46,70 m,63 m,YELLOW,55.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
17,Ilya Nabatov (INT),M,CNF,1.0,13:54,66 m,66 m,WHITE,66.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
18,Si Si (CHN),F,FIM,1.0,14:02,65 m,56 m,YELLOW,46.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
19,Klaus Simonsen (DNK),M,CWTB,1.0,14:10,61 m,50 m,YELLOW,38.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
20,Ruth Osborn (GBR),F,CNF,1.0,14:18,61 m,61 m,RED,0.0,Dqsp,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
21,Anna Klawe (POL),F,CWTB,1.0,14:26,60 m,51 m,YELLOW,41.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
22,Jesse Dubois Jazzar (ECU),M,CWTB,1.0,14:34,51 m,51 m,WHITE,51.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
23,Loic Vuillemin (CHE),M,CNF,1.0,14:42,50 m,50 m,WHITE,50.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
24,Nicole Müller (DEU),F,FIM,1.0,14:50,50 m,50 m,WHITE,50.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
25,Zahraa El-Husseiny (EGY),F,FIM,1.0,14:58,49 m,49 m,WHITE,49.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
26,Ekaterina Lesyuchevskaya (ISR),F,CWTB,1.0,15:06,33 m,33 m,WHITE,33.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21
1,Sergey Zykov (INT),M,FIM,1.0,11:00,105 m,105 m,WHITE,105.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
2,Fabio Tunno (DEU),M,CWTB,1.0,11:10,95 m,95 m,WHITE,95.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
3,David Mulheron (AUS),M,CWT,1.0,11:20,90 m,80 m,YELLOW,69.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
4,Pablo Marti (MEX),M,CWT,1.0,11:30,90 m,83 m,YELLOW,75.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
5,Jennifer Wendland (DEU),F,FIM,1.0,11:40,89 m,62 m,YELLOW,34.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
6,Ilya Nabatov (INT),M,FIM,1.0,11:50,86 m,86 m,WHITE,86.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
7,Suyeol(Jacob) Lee (KOR),M,CWTB,1.0,12:00,80 m,80 m,WHITE,80.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
8,Matti Eronen (FIN),M,CWTB,1.0,12:20,76 m,76 m NR,WHITE,76.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
9,Maria Bobela (POL),F,CWTB,1.0,12:30,75 m,75 m NR,WHITE,75.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
10,Stella Abbas (MYS),F,CWT,1.0,12:40,71 m,71 m NR,WHITE,71.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
11,Carolina Schrappe (BRA),F,FIM,1.0,12:50,70 m,70 m NR,WHITE,70.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
12,Jinseul Yuk (KOR),F,FIM,1.0,13:20,66 m,66 m,WHITE,66.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
13,Si Si (CHN),F,FIM,1.0,13:28,65 m,63 m,YELLOW,60.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
14,Klaus Simonsen (DNK),M,CWTB,1.0,13:36,61 m,61 m NR,WHITE,61.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
15,Ruth Osborn (GBR),F,CNF,1.0,13:44,61 m,43 m,RED,0.0,"Rpap,no tag,dqpull",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
16,Pete Botman (NLD),M,CNF,1.0,13:52,58 m,58 m,WHITE,58.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
17,Loic Vuillemin (CHE),M,CNF,1.0,14:00,57 m,57 m,WHITE,57.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
18,Jesse Dubois Jazzar (ECU),M,CWT,1.0,14:08,52 m,52 m NR,WHITE,52.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
19,Nicole Müller (DEU),F,FIM,1.0,14:16,51 m,51 m,WHITE,51.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
20,Ekaterina Lesyuchevskaya (ISR),F,FIM,1.0,14:32,40 m,34 m,YELLOW,27.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
21,Shlomit Wallerstein (ISR),F,CNF,1.0,14:40,35 m,35 m,RED,0.0,Dqpull,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22
1,Potti Dingfeng Liu (CHN),M,FIM,1.0,09:00,88 m,88 m,RED,0.0,Dqbo-surface,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
2,Jung A Kim (KOR),F,CWTB,1.0,09:10,84 m,84 m,WHITE,84.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
3,Po-Feng Wu (TPE),M,FIM,1.0,09:20,82 m,82 m,WHITE,82.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
4,Wen Wen (TPE),M,CWT,1.0,09:30,80 m,2 m,RED,0.0,"No tag,under ap,dqbo-uw",10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
5,Chia Kay Hang (MYS),M,CWTB,1.0,09:40,76 m,76 m,RED,0.0,Dqbo-uw,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
6,Wen Hsiang Huang (TPE),M,CNF,1.0,09:50,75 m,75 m,RED,0.0,Dqbo-uw,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
7,Marc Laszlo (USA),M,CWTB,1.0,10:00,74 m,74 m,RED,0.0,Dqsp,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
8,Alejandro Llinas (COL),M,CNF,1.0,10:10,70 m,70 m,RED,0.0,Dqbo-uw,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
9,Sangmoon Lee (KOR),M,CWTB,1.0,10:20,68 m,68 m,WHITE,68.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
10,Jose Jose (PHL),M,CNF,1.0,10:30,57 m,57 m NR,WHITE,57.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
11,Hsin Yuan Yang (TPE),F,CWT,1.0,10:40,56 m,56 m,WHITE,56.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
12,Ryoko Kemmotsu (JPN),F,FIM,1.0,10:50,51 m,51 m,WHITE,51.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
13,Yangdi Li (CHN),F,CWT,1.0,11:00,50 m,50 m,WHITE,50.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
14,Chunyi Wan (CHN),M,FIM,1.0,11:10,50 m,50 m,WHITE,50.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
15,Gaye Kim (KOR),F,CWTB,1.0,11:20,45 m,45 m,WHITE,45.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
16,Ernie Wong (SGP),M,FIM,1.0,11:30,40 m,40 m,WHITE,40.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
17,Siri Østvold (NOR),F,CWTB,1.0,11:40,40 m,40 m,WHITE,40.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
18,Insook Lee (KOR),F,CWTB,1.0,11:50,40 m,40 m,WHITE,40.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
19,Geunwoo Kim (KOR),M,CWTB,1.0,12:00,38 m,38 m,WHITE,38.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-23
1,Chunyi Wan (CHN),M,CWTB,1.0,09:00,60 m,60 m,WHITE,60.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
2,Gaye Kim (KOR),F,CWTB,1.0,09:09,50 m,50 m,WHITE,50.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
3,Yeonsil Kim (KOR),F,CWTB,1.0,09:18,47 m,47 m,WHITE,47.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
4,Geun Woo Lim (KOR),M,CWTB,1.0,09:27,46 m,46 m,WHITE,46.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
5,보걸 강 (KOR),M,CWTB,1.0,09:36,45 m,45 m,WHITE,45.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
6,Siri Østvold (NOR),F,CWTB,1.0,09:45,45 m,45 m,WHITE,45.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
7,Jose Jose (PHL),M,CWT,1.0,09:54,45 m,45 m,WHITE,45.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
8,Insook Lee (KOR),F,CWTB,1.0,10:03,45 m,45 m,RED,0.0,Dqother,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
9,Geunwoo Kim (KOR),M,FIM,1.0,10:12,38 m,38 m,WHITE,38.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
10,Han Jihoon (KOR),M,CWTB,1.0,10:21,31 m,31 m,WHITE,31.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
11,Ha-Eun Seo (KOR),F,CWTB,1.0,10:30,31 m,31 m,WHITE,31.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
12,Ernie Wong (SGP),M,CNF,1.0,10:39,30 m,30 m,WHITE,30.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
13,Daeun Jung (KOR),F,CWTB,1.0,10:48,30 m,30 m,WHITE,30.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
14,Hyejin Na (KOR),F,CWTB,1.0,10:57,30 m,30 m,WHITE,30.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-24
1,Jung A Kim (KOR),F,CWTB,1.0,09:00,87 m,87 m,WHITE,87.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
2,Po-Feng Wu (TPE),M,FIM,1.0,09:09,87 m,87 m,WHITE,87.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
3,Wen Wen (TPE),M,CWT,1.0,09:19,84 m,84 m,WHITE,84.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
4,Alejandro Llinas (COL),M,CWTB,1.0,09:29,82 m,82 m,WHITE,82.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
5,Marc Laszlo (USA),M,FIM,1.0,09:38,76 m,76 m,WHITE,76.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
6,Sangmoon Lee (KOR),M,CWTB,1.0,09:47,73 m,66 m,YELLOW,58.0,"No tag,under ap",10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
7,Hsin Yuan Yang (TPE),F,CWT,1.0,09:56,60 m,60 m,WHITE,60.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
8,Ryoko Kemmotsu (JPN),F,CWTB,1.0,10:04,55 m,55 m,WHITE,55.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
9,Chunyi Wan (CHN),M,FIM,1.0,10:12,55 m,55 m,WHITE,55.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
10,Gaye Kim (KOR),F,CWTB,1.0,10:21,53 m,53 m,WHITE,53.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
11,Yangdi Li (CHN),F,CWT,1.0,10:29,51 m,51 m,WHITE,51.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
12,Geun Woo Lim (KOR),M,CWTB,1.0,10:37,51 m,42 m,YELLOW,32.0,"No tag,under ap",10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
13,Siri Østvold (NOR),F,CWTB,1.0,10:45,50 m,37 m,YELLOW,23.0,"No tag,under ap",10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
14,Jose Jose (PHL),M,FIM,1.0,10:52,50 m,50 m,WHITE,50.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
15,Yeonsil Kim (KOR),F,CWTB,1.0,10:59,50 m,50 m,RED,0.0,Dqbo-surface,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
16,Han Jihoon (KOR),M,CWTB,1.0,11:07,33 m,33 m,WHITE,33.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
17,Hyejin Na (KOR),F,CWTB,1.0,11:14,32 m,32 m,WHITE,32.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
18,Daeun Jung (KOR),F,CWTB,1.0,11:21,31 m,31 m,WHITE,31.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
19,보걸 강 (KOR),M,CNF,1.0,11:28,30 m,30 m,WHITE,30.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
20,Ha-Eun Seo (KOR),F,CNF,1.0,11:35,16 m,16 m,WHITE,16.0,Ok,10TH AIDA PANGLAO DEPTH GAMES May 2023,Depth Competition,2023-05-25
1,Costa Lin Zhu (CHN),M,CWT,1.0,09:00,93 m,93 m,WHITE,93.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
2,Komtanoo Pinpimai (THA),M,FIM,1.0,09:10,88 m,88 m,WHITE,88.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
3,Jingyu Ning (CHN),F,CWTB,1.0,09:20,86 m,86 m,WHITE,86.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
4,Erik Donathan (USA),M,FIM,1.0,09:30,85 m,75 m,YELLOW,64.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
5,Dean Earvin Sevilleno (PHL),M,FIM,1.0,09:40,81 m,81 m NR,WHITE,81.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
6,Li Bo (CHN),M,CWTB,1.0,09:50,71 m,62 m,YELLOW,52.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
7,Michael Melasa (PHL),M,CWTB,1.0,09:58,71 m,71 m,WHITE,71.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
8,Marion John Sumalinog (PHL),M,CWTB,1.0,10:06,63 m,63 m,WHITE,63.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
9,Jaime Ebreo (PHL),M,FIM,1.0,10:14,61 m,61 m,WHITE,61.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
10,Edmundo Garol (AUS),M,FIM,1.0,10:22,60 m,60 m,WHITE,60.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
11,Xenah Cabahug (PHL),F,CWTB,1.0,10:30,56 m,56 m,WHITE,56.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
12,Gonzalo Cortes Tavara (PER),M,CWTB,1.0,10:38,55 m,49 m,YELLOW,42.0,"Grab,no tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
13,Nannaphat Sirison (THA),F,FIM,1.0,10:46,50 m,50 m,RED,0.0,Dqbo-surface,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
14,Fumi Sonezaki (JPN),F,CWTB,1.0,10:53,47 m,47 m,WHITE,47.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
15,Froilan Caballero (PHL),M,CWTB,1.0,11:00,45 m,27 m,YELLOW,8.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
16,Jonathan Pilapil (PHL),M,FIM,1.0,11:07,40 m,40 m,WHITE,40.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
17,Nikki Martinez (PHL),F,CWTB,1.0,11:14,35 m,35 m,WHITE,35.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
18,Sixue Zhang (CHN),F,CWTB,1.0,11:21,30 m,30 m,WHITE,30.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27
1,Komtanoo Pinpimai (THA),M,CWT,1.0,09:00,102 m,98 m,YELLOW,93.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
2,Edmundo Garol (AUS),M,FIM,1.0,09:13,67 m,57 m,YELLOW,46.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
3,Gonzalo Cortes Tavara (PER),M,FIM,1.0,09:22,56 m,56 m NR,WHITE,56.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
4,Li Bo (CHN),M,CNF,1.0,09:30,55 m,55 m,WHITE,55.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
5,Dean Earvin Sevilleno (PHL),M,CNF,1.0,09:38,51 m,51 m,WHITE,51.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
6,Fumi Sonezaki (JPN),F,CWTB,1.0,09:46,50 m,50 m,WHITE,50.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
7,Boram Kim (KOR),M,CWTB,1.0,09:53,45 m,45 m,WHITE,45.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
8,Jonathan Pilapil (PHL),M,CWTB,1.0,10:00,45 m,34 m,YELLOW,22.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
9,Sixue Zhang (CHN),F,CWTB,1.0,10:07,35 m,35 m,WHITE,35.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
10,Nannaphat Sirison (THA),F,CNF,1.0,10:14,33 m,33 m,YELLOW,32.0,No tag,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28
1,Komtanoo Pinpimai (THA),M,CWT,1.0,09:00,104 m,96 m,RED,0.0,"No tag,under ap,dqsp",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
2,Costa Lin Zhu (CHN),M,CWT,1.0,09:10,96 m,96 m,WHITE,96.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
3,Erik Donathan (USA),M,FIM,1.0,09:20,90 m,84 m,RED,0.0,"No tag,under ap,dqbo-uw",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
4,Jingyu Ning (CHN),F,CWTB,1.0,09:30,88 m,88 m,WHITE,88.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
5,Marion John Sumalinog (PHL),M,CWT,1.0,09:40,75 m,75 m NR,WHITE,75.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
6,Michael Melasa (PHL),M,CWTB,1.0,09:50,72 m,72 m NR,WHITE,72.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
7,Dean Earvin Sevilleno (PHL),M,CWT,1.0,09:59,70 m,70 m,WHITE,70.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
8,Edmundo Garol (AUS),M,FIM,1.0,10:08,67 m,67 m,WHITE,67.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
9,Jaime Ebreo (PHL),M,FIM,1.0,10:16,67 m,47 m,YELLOW,26.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
10,Xenah Cabahug (PHL),F,CWTB,1.0,10:24,62 m,62 m,WHITE,62.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
